Rank,Review,Year
10,"I've been looking forward to a viking film or TV series for many years, and when my wishes were finally granted, I was very worried that this production was going to be total crap. After viewing the first two episodes I do not worry about that anymore. Thank you, Odin:-)",2013
9,"I've been waiting for someone to make a good series about the vikings. I'm from Norway myself, and I'm naturally interested in our history. I've only seen two episodes so far, but I have to say - it really looks promising. The surroundings and nature in the two first episodes is exactly how it looks in ""Vestlandet"", the western parts of Norway. Stunnings fjords with waterfalls cascading down the sides. It really looks authentic.",2013
10,I've watched the two first episodes of the series and I can say that I'm POSITIVELY surprised.,2013
10,"I really enjoyed this first episode. Writing is strong. Acting is good and more importantly I am really fascinated by the characters. The most impressive thing however was the look of the show. Photography, art direction and just whole look is so lush and rich looks like a feature film. Cant wait for episode 2! Both Travis and Gabriel Byne both shine in their roles. I do hope a season 2 is in the works. I have read a lot about vikings and I can see the makes really went to great lengths to bring the true viking ways to the screen. Especially the religion and gods. I am a fan GOT and this show is great that it delves into the ancient world, but this show has a different flavor. More raw and intense, but still with a nice magical feel to it.",2013
7,"First of all: I really loved this show and this is the first review I write on IMDb is about this show, because it's simply my favorite show. I would gladly give it a 9/10 or 10/10. But the last season, season 4, ruined it for me.",2017
10,"There are some Hollywood liberties taken during the show this is to be expected it is a show. If you made a show about everyday life during the vikings time most would be dull and not exciting it is not like they went to battle everyday. The show has a lot of historical basis with some liberties taken to liven the show up. It is well produced and has great cinematography . If , you are however looking for a straight fact based view on vikings go to the library and pull anthropology research journals out. For everyone else if you like battles with historical styles, understandings of how they navigated and views on the social structure of the vikings then you will get a understanding. You will also see how laws and ethics were for the vikings so yes there is some historical accuracy to the show . All in all if you want entertainment mixed with history it is a great show.",2013
9,"As usual on IMDb fictional dramas set in a particular period in history attract the bores that insist on bleating 'its not historically accurate'. Well just ignore them as this is a fantastic and exciting look at the relatively unexplored Viking world. In the same vein as other fictional historical dramas such as Spartacus or Rome the plot centres around a single character and their family. We then take a brief look into their world and are shown how dangerous a place the world was at this time. The show has a quality feel to it not like some of the more poorly made historical drama around today (sorry but Camelot was just awful!). The sets are impressive and believable and the direction and framing of each scene is obviously set by a skilled hand. The characters are all interesting and likable and the acting is top notch. The only negative I could draw on was that there could have been a bit more action in the first episode but what action there was was very well done. My advice to you, just watch and enjoy it for what it is and don't be out off by the history buffs. If we insisted on only ever watching historical drama that was 100% accurate I'm pretty sure we would be watching none at all. Great show, a solid nine out of ten.",2013
9,"Maybe it isn't real 100 percent history. Some liberties were taken, but for the most part is seems to ring true.At times it almost seems like a contemporary crime drama, but the facts are there-the raids on British monastaries that did occur in the late 8th century, a fairly realistic depiction on what Norse life was probably like at this timeline, the spectacular countryside with its majestic forests and rivers, and the depictions of the Vikings themselves. Savage, eager to loot and plunder, but nevertheless bound by a sort of code of honor. Their acts are savage and the chieftan seems more like a medieval Godfather who uses his power for his own personal gain and who is not above killing somebody on the spot if he is displeased with his actions. The storyline is fairly literate and not the usual mindless adventure that too many of these movies present to us, and the characters are convincingly drawn and likely motivated. The music is good and the full size replicas of the ships are very accurate. Even the deliberate pace works to its advantage, we are never rushed and the story develops as it moves along. It is never dull and there is plenty of interest to engage the viewer. However, if you are put off by graphic violence , don't watch it. Those times were fairly brutal. Fine entertainment . Enjoy it.",2013
10,"There have been one or two negative reviews posted about this show and I have to say that after 2 episodes, I really like it... nit pickers may say that there are historical inaccuracies, but there are also many myths dispelled ... and with the appearance of Valkyrie on the battlefield at the very beginning of ep1 to take fallen warriors souls, unless you are deluded and believe in that being factual it was clear from the very outset that there was always going to be some dramatic license used. Others say the show is too Hollywood, this has to be the case to some extent but by no means is this another mass produced piece of garbage, unless you want the show cancelled after the pilot it must appeal to a mass American audience as entertainment it isn't a documentary. I personally feel that the show DOES have a European feel which is absent in many historical dramas, the locations are beautiful, the cast has been well selected and act their parts fantastically well. The good guys are instantly likable where as the bad guys you just can't wait to see them get whats coming to them, that is always a good sign as far as I am concerned as i want to see what happens to them and am looking forward to the next episode. So don't be put off by the pedantic armchair historians out there give vikings a chance.. it is what it is.",2013
7,"As other users noted, it is becoming a soap opera. The whole thing with Rollo also doesn't make sense: why kill your own followers if the Emperor wants you to prevent other vikings from sacking Paris? How does that fit with the history of settling Normandy with a viking band whose leader is named Rollo? By the way, what happened to England (besides the rubbish going on in Wessex)? Ragnar Lothbrok is getting spread a little thin here. Worse than that, the constant infighting, betrayal and Ragnar's weird mind trips is really bogging this show down. If they don't get back to pillaging and exploring soon, I may not stick around. The show started off strong, but I get the feeling that nobody expected it to make it to the 4th season. The first 2 seasons were strong, and I recommend them. However, the project is now so diluted by the four different story lines that it is now lost its way.",2016
3,"The effort that they put in to make the series look good worked for a while but in this last series ie no 4 we have seen a very fast decay of the quality and above all of the direction and content script etc. I am not sure why this has happened but the final was just a massive FAIL. The entire episode is a complete mess and the action scenes were just pathetic. What were the producers thinking letting this go to air? Not only are the fighting scenes about as bad as I have seen on TV in the last few years, the ships were a joke and the rowing was idiotic.. Then there were the totally unprpepared scene evolutions. Suddenly Rolo appears out of nowhere with an armada of very weird river boats and wins what can only be described as a battle between the first row of boats as the river is not wide enough for the massive number of boats to get anywhere near each other. So the battle is decided by a few boats and yet we see an entire army retreat, an army of berserker type vikings no less. Then the brothers fight. How totally idiotic that was. Beating each other into pulp and not a single other viking came over to help and put a sword in the ribs of Rolo. WTF? So now for the greatest fail of this show and here we see where a decaying show really shows its colors, in this case a dirty grey. Here we take a massive time leap into a period which can only be described as being forced onto the director by the producers who desperately need to intro the next series which I hope gets cancelled because this has become embarrassing. Valhalla is seriously ticked off.",2016
3,"What happened with this series? First season was great, couldn't wait for next episode to air. Second season not so bad, third, not so great, but this season got from bad to worse. It looks more and more like an soap opera with cardboard characters dressed only by coincidence as vikings, because no real history is respected here. So many pointless violent scenes with sole purpose to schock audiences, with no real importance for the scene. Ragnar became some kind of paranoid junkie, Laghertha a cold heart killer. And what was with all those exotic snakes? They barely made it to Europe but they made a quick trip to Australia to bring some pitons and keep them so lively in a stone cold shack without any heating in the middle of winter. Also there are some birds that are in changes one minute and absent in the next, only to appear by magic again. Really? Anda a Chinese slave in a viking world? So far fetched. I am really sorry about it because used to be so good but I think episode 5 from this season will be my last as this became ludicrous.",2016
