Rank,Review,Year
5,"The first three seasons of this show are the worth to watch. In fact, this show ratings and success is based upon these three seasons. These seasons are mainly about comedy with little to none emotions. But as the show progresses and Leonard, Sheldon and Howard finds their life partners, whole tune of this show changes. You'll find romance, love and emotions with some dose of comedy after that. I think at this point, this show loses its main theme. I am rating it 5 only because of the first three seasons. The quality of show will start to decline gradually after season 3. But i think it shows good depiction of scientists. I also have some scientist friends who have many similarities with the characters of this show.",2016
6,"I thoroughly enjoyed seasons 1 to 5 with some of the most intellectually-stimulating and subtle humour since Seinfeld. Like physicist Sheldon ""embracing the chaos"" or using classical conditioning techniques on his roommate's girlfriend. But you did need a modicum of (popular) science knowledge to get the jokes, so apparently by season 6 they rolled out the usual array of mindless comedy writers to turn it into a yawn-worthy series of relationship clichés and rake in more viewers. When binge-watching it, you also notice disturbing patterns like the demeaning portrayals of both the men and women scientists, for different reasons. Grew up around researchers and no, they were not men-children who spent their time at the comic book store. Actually at my Dad's university they were pretty much all stable family types with successful careers, and there were a few loners, too. Like pretty much any group of humans. Lest people think this review is unfair, I have seen all seasons, hoping for a return to the cleverness of seasons 1-5 but alas it shall not be. This is one series that unfortunately will not go out with a Big Bang, but with a fizzle.",2016
1,"I tried to like ""The Big Bang Theory"". I really tried. However, after seeing a couple of episodes from this sitcom, I ended hating everything about it.",2012
1,"I used to be a huge Big Bang Theory fan for the first three seasons,but after the 4th season I just think the whole series has become a repetition of the same nerd jokes and false stereotypes.The addition of Amy and Sarah has made it even worse;Howard is no longer a funny d- bag(which I loved him for);Sheldon treats Amy like a computer program and Leonard gets Penny,and now they BOTH suck.",2013
10,"When my boyfriend tuned into the premiere I thought the show was going to be stupid. I was so surprised. This is the first TV show to really showcase nerds with pretty much dead on accuracy. This has a sparkling cast (Jim Parsons is the new and improved David Hyde Pierce) and fantastic humor that ranges from light slapstick to seriously quick wit. This show is a great love letter to nerds, and as such any nerd should give this a try. With a bunch of new (and very lame) shows debuting, it's good to see something worth watching! This premise isn't exactly new but the execution is nothing short of brilliant. Give it a shot!!",2007
5,"Wow.. from my absolute favorite, this show has slowly turned into a sad, sad sight.. I get it: you can write only so many nerd jokes, and you can keep the show funny only for so long, but will you guys please put the BBT out of its misery already?",2016
6,What this review might have sounded like had I written it 7 years ago. ,2017
5,"From about season 1-3 of this show, I genuinely loved it! I got a lot of good laughs, and it is definitely pleasing for the geeks and nerds out there of all kinds! And then the show did something it really shouldn't... add more relationships, and focus on them.",2016
5,"This started as a brilliant show about five single young adults: four nerdy male scientists and a slutty, uneducated waitress. This worked really well. However, the makers decided to ruin this unique and very entertaining formula and put all its main characters - apart from Raj - in long-term relationships. By doing that, they've turned a great new show into yet another mediocre, couples and families sitcom.",2017
4,"This show was pure gold at first when it was just penny and the boys: when Sheldon was never open to the possibility of a relationship because of his social awkwardness and inability to understand people, when Raj couldn't speak with a girl around, and a hot girl moves in. It was genius and hilarious. The introduction of Bernadette and Amy ruined this show. Their characters are awful and intensely annoying and unfunny. Their introduction also ruined other character's story lines. Sheldon never would've ended up dating a girl the way they wrote him in with Amy. Howard was perfect when he was the overly horny nerd, and him marrying and settling down with Bernadette ruined his character. They couldn't figure out how to keep Raj the silent character so they made him talk to girls and even date as well. Which was pathetic writing. Making Penny fit in with all of them ended up removing the hot, dumb blonde girl around nerds effect that made the show great to begin with. Now, Penny doesn't stand out as the hot girl against the nerds because they stopped writing her like that and just made it more like Friends instead of the clashing personalities dynamic that made this show good.",2016
1,"I'm probably in the minority when I say this show is boring. After watching a few episodes of this show, I can attest that it is one of the most terrible sitcoms I have ever seen. It is basically forced comedy with unremarkable jokes, boring stories, and goofy characters.",2013
1,"It's The Simpsons Syndrome all over again: a show that was great in the earlier seasons (in this case, primarily Season 1-3, which I rate as among the greatest put to television), entered a steady decline, and then jumped the shark. It's no great mystery; money has once again corrupted something good.",2016
5,"TBBT used to be one of my favorite shows on TV in the last few years, the show's first 5 seasons were really funny, somehow since season 6 the show started to get worse each episode, the characters were losing what made them once great, the writing wasn't as sharp as it used to be, the show changed from a really funny and smart comedy to a boring dramedy, and the show kept getting even worse, seasons 7 and 8 were even worse than 6, the characters lose all of their funny traits. Even the girls are becoming more annoying, Amy is not funny as she used to be in seasons 4 and 5, she just complains all the time now, Bernadette became unbearable. That's enough for me, I gave up this show, I don't think writers can recover what made the show once great. I give the overall rating a 5, these five points are because of funny first five seasons, new seasons would probably get a 0 from me.",2015
8,"I found the show to be very funny. The laugh track needs to go though. I was afraid that the girl would be portrayed as a really stereotypical dumb blonde. I was glad to see that she is not. Granted she isn't a nerd genius like the rest of the characters, but she is just your average person. There is a lot of subtle humor mixed in with the obvious jokes. Good show and I hope it lasts as there are very few comedies on Television now that can actually make me laugh.",2007
1,"Is this what comedy for smart people is supposed to be? I found nothing in anything they say that is even even slightly funny. I am a geeky physics student myself, yet, I have nothing in common with any of the characters or the things they say. Many of the jokes, and I use the term 'joke' loosely, may be smart but completely lacking in humour.",2010
6,"At one point, the Big Bang Theory was one of my favourite sitcoms of the past 10 years. The first season I thought was great, with jokes enjoyable without understanding the subject matter, but even better if you did. Though the very caricature like characters (mainly Sheldon) did take a way from the realism, it didn't detract from the show as all I still found enjoyable. The only real problem I had was with Penny. Penny is a character that had little to no personality beyond being the ""hot chick"" and was either obnoxious or boring. She was used mainly to explain things to the audience, which it being a wide appeal sitcom is excusable.",2014
1,What can be said about a supposed comedy where one of the lead characters has to be explained as having a form of autism to explain why he's so offensively annoying? ,2011
4,"""The Big Bang Theory"" started off as a fresh, intelligent and genuinely funny t.v. series that hit its peak during season 3. Every episode had a clear plot that involved one or more of the five central characters that had relevant jokes throughout; as well as many irrelevant to the plot but relevant to the overall theme. ",2014
1,The big bang theory is as much a comedy as Schindler's List.,2013
