Rank,Review,Year
1,"I went to see this yesterday. I actually regret doing it. The moment it ended there was general booing and disappointment in the theater. Not a single applause. Throughout this film, I got to see more than 10 people walking out of the theater. I left after the credits ended with a terrible headache and the nausea of a lifetime. It got so bad that I actually had to take a Dramamine pill when I was back at my place.",2008
1,"Spoilers... Really now, what's to spoil? Story lines don't come any thinner than this. Synopsis: Huge monster appears out of nowhere, destroys city, everybody dies, the end. There isn't any sense of commitment to the main characters, who after the random, gratuitous intro spend their time running around screaming. There is no suspense, no explanation, no point. Predictably, the full view of the monster is saved for last, when even the appalling camera work (yes, I KNOW it's intentional) can't disguise the mediocre CGI, nor the lack of inspiration among the monster-designers. Equally predictable, the nasty foot-soldiers it drops look like big spiders  contact with which will make you feel ill and eventually reduce you to an Alien-plagiarism. One does wonder why American filmmakers are so eager to destroy their big cities, especially after 9/11 has provided us with bone chilling imagery that will make any movie of this kind look silly in comparison for decades to come. Not just silly, actually; the way 9/11-like images are opportunistically recycled in this cinematic non-event struck me as rather tasteless. A BBC reviewer quite rightly called it 'plain 9/11 porn'. The makers have worked under the false assumption that 'live', shaky camera-work in dark surroundings will lift it all to a high level of hip artistry, but really, all it does is give you a headache. Any inexperienced klutz suffering from advanced Parkinson would get steadier handycam images than the guy supposedly holding the thing during these exasperating 75 minutes. It's all a very poor Blair Witch rip-off. Add to that the prevailing darkness and half the time you simply haven't got a clue what you're looking at: as a viewer, I felt insulted. This isn't 'intriguing' or 'artistic' or 'novel', it's just sheer, lax arrogance. Avoid at all costs.",2008
1,After seeing the viral campaign with extremely well done fake news footage I had high hopes for this movie. I've always been a lover of the monster movie/horror genre...hell I even sort of enjoyed the Godzilla remake despite it's many failings and strong smell of cheese but Cloverfield? well what can I say...,2008
1,It appears that the writers had the idea of the Statue of Liberty having its head roll down a street and then struggled like crazy to pad the rest of the movie. Hence it is extremely short and extremely bad.,2008
1,"... I do not believe that digital camera survived a nuke. I'm sorry, there you go. That was the final nail in the coffin for this movie, it just heaps one immersion-breaking sequence of events after another.",2008
1,I have to hand it to JJ Abrams....we fell for this flick hook line and sinker.,2008
1,Cloverfield is the type of film that asks so much from its audience and delivers so little. Right from the start it basically gets down on its hands and knees begging and pleading everyone to take it seriously.,2008
1,"If you like screaming through the whole movie and a home movie effect where the camera holder is totally useless and cant stay upright or in perspective you MAY like this. Besides strobe like effects and completely ridiculous situations, ie: helicopter falls from 39 stories+ and only the 3 heroes survive, a 39 story building leaning on its opposite counterpart and the hero climbing stairs, crossing the roof, removing his live girlfriend from reo stuck through her chest and climbing down again while video is swaying to and fro? STUPID. Good effects if you can follow them and not a bad monster. Put me off the director for good I think. And I am a sci-fi nut. And what is ""Cloverfield""?",2008
1,What on earth is this movie doing with a 8.1/10 rating?,2008
1,i went in expecting a scary monster movie.,2008
2,"Even if you can tolerate the shaky hand syndrome of an entire movie shot handy-cam, the poor dialog and weak, uninteresting plot will make you just as nauseous.",2008
1, SPOILER ALL THE WAY ,2008
1,"This has got to be the worst monster movie I have ever seen! Wait, not worst monster movie, worst MOVIE PERIOD! The whole movie is laughable. I sat there in the theater and wanted to know if and when anything was going to start. First, it take almost 25 minutes before this movie even starts to get interesting, and after all of the useless banter of party guests and drunken camera wedding style say ""hi"" to Rob before he goes to Japan B.S., things start to happen, but slowly. And let me tell you that they could have just use the footage from the trailer and skip about 20 of the most boring minutes of the whole film. That feeling of initial excitement is short lived. As you keep watching nothing happens that keeps your interest. Second, the monster, you get little glimpses of it until about 60-70 minutes into the film, and you get a very big disappointment, it's not Godzilla, a T-Rex, or anything that is even remotely familiar, fun or scary. It looks like someone put the body parts in the wrong places. And it's offspring, there are only three spots in the film that they are even used, as if an after thought. They are used to make two extremely boring parts of the movie more exciting, and it fails miserably. Obviously used to make a short film a tad bit longer. They even look like they where stolen them from Starship Troopers. Both monster and offspring are so underdeveloped, that they just don't work together. If JJ Abrams brought anything back from Japan, it wasn't how to make a monster movie. I'll tell you this, the Japanese are laughing at us all over again! There will be no Cloverfield monster for sale at every little store like all the Godzilla's all over Japan. JJ, Daniel Myrick and Eduardo Sánchez called! They want their cameras back, they want to start filming Blair Witch 3! In short, I know, too late, DO NOT WAIST YOUR MONEY ON THIS FILM! The best part of the movie was the ride home.",2008
4,"I hope this isn't the new standard of movie genre. If it is, its worse than torture porn.. and I know they're working on a hand-held zombie film using this same technique. *shudder* The reality is in order for movies like this to work, the characters have to be borderline, intellectually retarded in order to validate why they would even consider getting close enough to the monsters, or whatever enemy, to make for a good film. This makes the hand-held film maker's inevitable and formulaic demise so much more anticlimactic because anyone with any common sense would not be running in the direction of a giant unknown creature dropping monster lice all over the city. This tends to ruin any sense of empathy for the character.",2008
1,"I've just seen this movie on a DVD and I'm so bothered for wasting 90 Min's of my time on something like this, even if i have nothing to do in my life.",2008
1,"What a waste of time and money. This movie would have been good if the camera was put down and a film was made. When the attack began the director should have the camera dropped then pan out and the movie start. Film the characters running and trying to rescue their friend. But, the way the movie was videotaped made the footage jerky and nauseating to watch. The fighting between the army and the ""monster"" was good, but again left you with too many unanswered questions. Besides, when a rescue helicopter takes off they do not fly parallel to the danger, they would fly away from danger. The ending was empty and left the viewers full of questions. Nothing was ever explained. Just stay at home and watch some home movies taped by your three year old. Might make more sense.",2008
8,"I attended an early screening 1/10/08 at Michigan State University. I've spoilerized in case anyone doesn't want to know anything about the film, but I will try to stay away from anything that'll be too overt.",2008
9,"Some people have derisively compared this film to The Blair Witch Project because it was all told from the point of view of someone's shaking camera. Unless you have motion sickness, I don't think that's a bad thing. What matters is who's in front of the camera. While The Blair Witch Project featured annoying people screaming at each other, this movie actually made me care about the characters. In fact if it had continued with the romantic drama tone established during the first half hour, I STILL think it would have been worth watching and that's the biggest compliment I can give it.",2008
1,"I am more of a ""vote and not post"" person but I have to at least get the word out that this movie is terrible!! People just need to AVOID IT AT ALL COSTS . . . . not your wallet costs!! 20 minutes of Blair Witch type camera-work for a going-away-party. The rest with unsteady camera shots that totally gave me a migraine headache. Horrible!! Storyline was poor and VERY slow. I kept finding moments to just close my eyes and try to make the agony stop. The ending was one of those where you look at your movie companion(s) and say, ""ummm, is that it??? oh wait, there has to be more"" and you sit and sit and realize that it's over. My friend and I agree that it is a mix of Blair Witch meets Starship Troopers meets Aliens.",2008
1,"Well, I clicked spoiler, but the spoiler is that there are no spoilers. Nothing to the movie.",2008
1,"Hey, have ten bucks and two hours of your life to blow? Why not try Cloverfield! If you like motion-sickness inducing, hand-held, close-up, can't-focus-on-anything movies (a.k.a., anything by Michael Bay) then this is a movie for you and your six second attention span! Wait ... what was I saying? Oh yeah, there's this thing that runs rampant on Manhattan. No one knows what the hell it is, it's just there. In the meantime all of the monster crap interrupts a very special episode of Dawson's Creek, you know, the one where Dawson's going to leave for Japan and he finds out at the party that Joey's been sleeping around on him? Alright, now picture that, filmed with your dad's handycam in the middle of a Godzilla movie. It's a big sh!te sandwich coupled on either side by two slices of moldy bread. That's how fresh and satisfying of a movie this is.",2008
1,"I will admit, the marketing scheme behind this awfulness was clever. I mean, I like a good thrill ride monster movie. The Creature From the Black Lagoon piqued my curiosity as a youngster as I marveled at the brilliance of trying to understand something that has no explanation. However, it's hard to have this curiosity, no matter how intriguing the monster is, when the script is so tired its in a coma.",2008
1,"I never comment on movies, but this was just horrific. Not only does the filming make you sick to your stomach, but the actual movie was bad. They never explain what the monster is or how it came to be, they don't let you know what happens to the characters, nor do they give any follow up on anything. Horrible. People left the theaters so angry that they paid to see this piece of garbage, myself included. I'm so angry. I sat through the entire movie with my head in my hands because of the shaking camera, and besides that, the movie had no conclusion. It literally just ends. I am extremely disappointed and I feel cheated that I even invested $11.25 and almost 2 hours of my time.",2008
1,"There were two interesting things about seeing this movie, unfortunately neither of them were things directly in the movie itself. To speak bluntly this movie was terrible. Honestly I wouldn't even call it a movie, that would imply the existence of a plot line. The movie was what it pretended to be, raw footage. The acting was lacking at best, the only way I would give them more credit is if the dialog was improvised on the spot, which it *might* have been. The cinematography would have been original had this movie been released in 1998 or anytime before the Blair Witch Project. I nearly walked out ten minutes into the movie once I realized the entire film was shot from a shaky hand held camera.",2008
