Rank,Review,Year
10,"I don't subscribe to HBO. A couple of weeks ago I heard an interview with a young actor from this series on NPR. It was described as a ""gritty crime drama"" with many Baltimore locals portraying variations on themselves. The interview made it sound interesting enough that I decided to check out the first season on DVD.",2006
10,"Along with TV-shows like 'Oz', 'Deadwood', 'The Sopranos' and 'Six Feet Under', David Simon's 'The Wire' was part of a revolution - qualitywise - in television. Although it is very entertaining, this isn't just entertainment; this is art, pure and simple - and the concept of this show was groundbreaking. On the surface, one might think this is a show about crime, but really, 'The Wire' is about the life and soul of a whole city. Every aspect of the city of Baltimore gets its share of screen time, and the way this is done - the writing, the direction, the amazing performances by the terrific cast; the music, the camera work, the realism... I could go on and on - is just outstanding. On par with 'Generation Kill' (no wonder, since the same creative team was behind both), this is as good as television gets.",2014
10,"This is the TV series that everyone should watch. On the surface it shows the never-ending cat-and-mouse chase between criminals and law enforcers, but below the surface it's a depiction of how corruption eats its way into each and every institution of power and a full and complete autopsy of a capitalist society.",2014
10,"I say that without a shred of hyperbole. The Wire's importance, beyond setting the standard for all modern television, is one of a historical document. 500 years from now, the show will surely be one of a handful that allows future generations to glean the state of American society during this time period -- it's problems, it's people, it's language, it's institutions, and the constant tension that exists when all of these are forced to coexist.",2016
10,Hate to be rude but don't pay attention to the moronic post below. That was some of the most lame criticism I have ever come across on this site. I doubt the guy even watched the entire first season. This show is the best thing going on TV. Writing. Direction. Acting. Its all perfection. The people behind the show are former journalists and police officers who were covering crime in Baltimore or working the beat as cops for over 20 years. They know what they speak of and don't rely on cookie cutter characterization. This is the closest thing to a novel that you will find on TV. It is so impeccably plotted and so honest and realistic that I will never be able to watch another cop show (or any TV drama) without comparing it to this example of television greatness. Did I mention its also the smartest TV show on the air too? The Sopranos gets the media attention but it can't match the sophistication and grittiness of The Wire. The Sopranos is a romanticized TV crime drama by comparison. And as for Six Feet Under? Please! It reached its peak in its final six episodes of the first season and haven't lived up to that magic since. It doesn't get any better than The Wire. Universal critical acclaim. The winner of the 2002 TV Critics awards. The winner of the 2004 Peabody award. Nuff said.,2004
10,"You want to get close to the streets? This is it, and what a true American tragedy it plays out to be. The drama is scintillating, without being sensational. These are real people, in real life, with real struggles, played beautifully by an incredibly talented Dominic West and crew.",2014
10,"HBO's ""The Wire"", another ground breaking TV crime series from David Simon who grandfathered ""Homicide: Life on the Street"", raises the bar for crime dramas by dedicating a whole season (13 episodes) to a single story with unparalleled realism. Telling of a motley bunch of detectives who set about to bring down a Baltimore drug ring which supplies a black innercity housing project, the gritty 12 hour first year series slowly develops a broad range of characters from street punks to senators in a world where the blacks and whites of good and evil are reduced to shades of gray and everyone is connected by their humanity for better or for worse. Not the usual cops vs bad guys fare with episodic ups and downs, ""The Wire"" is one long drama about people which happens in a law enforcement and crime setting. For realists only, this series will require some viewer patience while the complexities of the plot and the characters are developed. One of a kind...so far. (A)",2004
9,"""The Wire"" is widely considered as one the best series ever, and by many critics as the best. Despite its title, its topics are much more varied than wiring criminals and fighting drugs: criminality in general, law, ethnicity, crisis, politics, education, media, etc.",2017
10,"Rarely do you see a show like this that has so much ambition in what it's trying to accomplish, and more rarely do you see a show like this succeed in it's intention of doing so. Let me introduce you The Wire, the best TV show put on small screens. The show that will, after you've finished it, live you empty inside, because you'll never find another TV show that can rival it. With it's five seasons, The Wire raised the bar of quality for TV shows, the bar that no TV show to date has managed to reach. ",2016
10,"the wire is definitely the best show ever made. most realistic stuff ever. i takes a couple of episodes to get into it because it's pretty slow compared to the average show but once you get into it, you just become addicted. unlike other police shows this one deals with ONE investigation during its 4 entire seasons while in other shows cases are closed in one episode. another good thing about THE WIRE is that we follow both cops and thugs without any superficial caricature we find on CSI and such,THE WIRE keeps it real all the way. incredibly well written, amazing photography and oustanding actors, this is the kind of show that should be covered with emmies...",2005
9,"The Wire is an American crime drama television series set and produced in and around Baltimore, Maryland. Created and primarily written by author and former police reporter David Simon, the series was broadcast by the premium cable network HBO in the United States. The Wire premiered on June 2, 2002, and ended on March 9, 2008, comprising 60 episodes over five seasons.",2014
10,My wife gave me the complete series as a Christmas gift and although the television series is more than a decade old now I do not feel it has lost any of its relevancy regarding crime and human nature over this past decade or two.,2015
10,"The day 'The Wire' ended was a sad day to me. Having to see some of my favourite characters in any medium (novels, TV, movies, etc.) for the last time felt like saying goodbye to my friends. Knowing that I will never be so involved in a series ever again is saddening. At the same time, however, I'm proud that 'The Wire' was taken off the air before it could have been potentially bastardized like many series before it.",2008
10,"This is not just a TV series about cops and drug dealers in the city of Baltimore, this is a rich, nuanced fresco showing the reality of our society. It's complex, fascinating and exhausting, all in one. No clean cut characters, no good-guys / bad-guys, no straight forward stories. Each season deals with a different subject: illegal drug dealing, international criminal organisations, social problems related to drugs, political corruption, the media. All of it pictured with such attention to details, in such a realistic and unbiased way, supported by such high-quality acting and writing, that you can be sure you won't be disappointed at any time. The series is slow-cooking style, with little especial effects and a rather conventional editing. This might sound old-fashioned, but the approach to the themes and characters is so honest that the result is simply classical, timeless. I read somewhere that, if people want to know about society in the 19th century, they should read Dostojevsky, and if they want to know about society in our times, they should watch The Wire. There you go. Enjoy it.",2014
10,"Like most,when Breaking Bad ended I asked myself the question...""What now?"".",2014
10,"This is the only show i'm giving a 10. 10 is perfection, 10 should not be given lightly. But this show totally deserves it.",2014
10,When I watched the first two episodes I can't stand it. After 5-6 episodes I can't get enough of it. After 2 seasons it was so real I felt like I was living in it. I've never seen a TV series like this and I doubt I ever will. ,2014
