Rank,Review,Year
9,"As an avid reader, I am often disappointed by what is represented by the silver screen. I initially get excited to see one of my favorite series on the big screen, and eventually walk away disgusted. For whatever reason, most shows and movies that are based on epic book series absolutely butcher the original content. ",2011
10,"Readers who come to this review later in the series must note that, at the time of this writing, I have only seen the inaugural episode. ",2011
10,Do not believe any of those negative reviews. I honestly cannot understand why some reviewers have given this such a low rating. I think some people love the sound of their own voice and think their opinion is worth something and will be disagreeable simply for the sake of it.,2011
10,Seeing a review comparing this brilliant title to Lord of the Rings made me make an account here and post my very first review. ,2011
9,"I don't believe there has ever been anything like 'Game of Thrones' on TV. The sheer amount of quality and talent in this series is staggering. The actors (and I mean really ALL the actors), the costumes, the visual effects, the make-up: everybody working on this show seems to have wanted to make Television-history. And the writing is just phenomenal.",2014
10,"First of all, I am a huge fan of the books, and I find it exhilarating to see a show that is so close to what I made in my mind while reading it.",2011
10,This TV series is magnificent! I read a book and I must say that A Game Of Thrones is one of the best books I've read. So when I first heard that HBO will do a series on the this book I was thrilled but I was afraid that they will not be done exactly by the book. But I must say that I was wrong and that the series is better than I thought it would be. Much better! ,2011
10,"This show is superb! While I may be bias as the book series is my favourite book series of all, I still think the show itself is fantastic! It sticks loyally to the books and doesn't ""dumb things down"" for a wider audience. If you are worried you won't gain the same experience by watching the show before you read the books, fear not - It's the same experience, with a different medium!",2011
10,"Game of Thrones on HBO is a TV adaption of George R.R. Martin's books, a Song of Ice and Fire. For those fans who know and love the books, then you can't help but love the TV adaptation. It is difficult to translate books into movies or TV series, but HBO's GoT made it look easy. The characters, cast, scenery, costume, etc., all looked incredible, and gave me the feeling that I was inside the books themselves. Although not every little detail was translated perfectly, and nor should they be, the pilot episode was a grand achievement.",2011
10,"Love, betrayal, greed, murder, corruption All collides in mythical world of Westeros. George R. R. Martin's world is unlike any other fantasy world you have ever seen. The main conflict lies between two families: House of Stark and House of Lannister, but there are many more stores to be told",2011
9,"Damn you George R.R. Martin! Don't do movies, finish the damn next book ... oh wait ... he did! OK! Than let's look at the series...",2011
1,Season 1 to 4 = 10/10.,2017
10,"To start with, I read the books once only, got into it thanks to my friend(bless him) and when I learned that TV show is being made by HBO we all cheered, since we always said it is impossible to convert this epic story into a 2 and a half hour movie.",2011
1,"Heard a lot about this show with everyone saying how great it was so I decided to watch it to see if it was as good as I was told. I found the first episode a little boring and slow but figured it was setting up the characters, etc.",2015
1,It always felt like this show was sitting just below excellence. Feeling the need to take a cheeky giggle at a nipple or dick every so often to make the viewer pay attention.,2015
10,This review is not about why this show is so great (see my 10 ranking) but a response to the haters who's comments I can't fully comprehend.,2013
1,"Where Game of Thrones stumbles is it's (dis)ability to properly handle characters and a story at once. The creators of this show are apparently bound on showing needless scenes of naked woman belittling themselves in every episode. Nothing is right with that statement. Just because your show is on HBO doesn't mean nudity needs to appear whenever possible. See Silicon Valley, why can't all HBO shows handle nudity like that? Oh yeah, because Game of Thrones needs an audience. Strip the nudity and you have a worthless show that may be the most atrocious thing to ever exist. Perhaps you will all see come the final season, because eventually the writers have to stop daydreaming of women and actually make a television show.",2015
10,"It has begun! The much touted HBO miniseries A GAME OF THRONES arrived with Episode 1, and though the entire series cannot be judged on one episode, this initial hour has all the promise of an involving and visually stunning adaptation of the 1996 George R.R. Martin series of books of adult fantasy fiction titled 'A Song of Ice and Fire'. The 'game' is played by seven families - Stark, Lannister, Baratheon, Greyjoy, Tully, Arryn, and Tyrell - and what we find in the initial episode is a taste of the intrigue to come. ",2011
1,"After seeing today in Game of Trones how father let her kid/daughter being burned alive, I realized that author of this serial, as well as HBO may need professional (medical) assistance. Actually, since the beginning, it is hard to find anything that would make anyone feeling good. Seems normal people are in this series only and exclusively heading to miserable ends (being brutally killed, beheaded, burned, skulls being crushed by bare hands to name a few - and any similarity with world around us is pure coincidence) while negative characters are in full swing!",2015
1,"First of all, this is only my opinion, you don't have to agree. But I find Game of Thrones to be the most pretentious, sadistic, boring and perverted show on earth. First off, its medieval setting is incredibly cliché. Why do all fantasy things seem to take place in what resembles medieval Europe? This has been WAY overdone in the genre. And then there's the cruelty in the show. I love horror films, I love crime thrillers, but in Game of Thrones the frequent violence is so nonchalant that it's like a sociopath created a television program or something! Of course the rise of nerd culture is likely what is making this bizarre show so popular. All it is though is violence, boring archaic dialogue and of course, sex constantly. Sex without love, basically S/M porn for TV. Some viewers probably get off on it. It's disgusting, like watching a snuff film broadcast into my house. I no longer watch the show and have no plans to continue wasting my time with it. People praise it for its ""political concepts"" and ""well-developed characters"" and yet the show follows every fantasy trope and its only edge is death and violent sex for shock value. The whole show seems to exist largely just so its creators can push boundaries by throwing in all kinds of psychotic garbage just to see if they can pull it off and get away with it all. I know the books were violent but never to this extent. Terrible show in my opinion and however the hell it got such a high rating is absolutely beyond me.",2017
10,"It's very premature to say much about the series after watching only the first episode, so I'll limit my opinion to the one and only episode that has been broadcasted so far.",2011
1,"Have to say that shortly after the start of season five I have become weary of so much sadistic violence over and over again and not anything good ever happening. The story line keeps dragging on and on with seemingly only new angles on just what different and graphic forms of killing and mutilation can be devised and delivered with optimum special effects. It is a game of thrones and a game where not only nobody wins but just how badly everyone loses, one at a time, told in layered story groupings, episode after episode. Enough already. Apparently this is what keeps the series ratings high and I just no longer want to be a part of this feed so goodbye Game of Thrones.",2015
10,Season One,2012
5,"This show started out incredibly strong. It was at the forefront of glamorous TV. Never before had Hollywood level acting and visuals been applied to a long running TV series. This show broke the mold, and continued to do so for 5 seasons. Until the show surpassed the literature it was based on. Game of Thrones held no punches, it didn't care what the viewers opinion on a character was, the lines between good and evil were blurred, and because of this it was unique. This started to derail in season 6, when the show began to develop its on takes on story arcs of the books. It was instantly obvious the writing staff were toddlers compared to the father of the story. But it still held things together. Until season 7. The first scene that greets us was completely unnecessary and can only be labelled as fan service. Something the show had never done before, Frey was killed off solely to promote a positive response from fans. Within moments we are then introduced to Ed Sheeran, with a scene that could only have been placed to humanize the ""enemy"" however the family in question had never been classed as the enemy prior, before they were simply another side in the conflict. That scene destroyed the dynamic of the show and changed its message completely. Further enforced by the fact that suddenly everyone's picked a side. The show has changed from a power struggle to clichéd good vs evil. Dripping with the political beliefs of the shows writers, every second word that seems to be coming out of characters mouths screams ""girl power"" which is fine, but at least find an intelligent way to implement it, rather than slapping everyone in the face with it every time a strong female lead is shown. The pace of the show has also been lost, with it a lot of power the story held, everything seems rushed with season 7, each scene is being done as quickly as it can, detracting from the impact it would have had. The show has lost everything that made it unique.",2017
10,"Game of Thrones, the best TV show ever! But y'all know that already. ",2017
9,"Amazing British anthology series with a very intriguing concept. The premise: taking contemporary phenomena (ranging from the wild popularity of talent shows on TV to the impact of social media and smartphones on our lives) as a starting point and speculate how such phenomena could/would evolve in the future. Each episode tells a different story with different protagonists and focuses on a different theme. Of course, the series doesn't explore the beneficial aspects or any positive trends - (where would the fun be in that?) - but clearly approaches its topics from a pessimistic, cynical point of view (hence the title). As the show's creator Charlie Brooker ('Dead Set') puts it: ""...They (the different stories) are all about the way we live now – and the way we might be living in 10 minutes' time if we're clumsy.""",2015
10,Brilliant.,2015
9,"I have only seen the first two installments of this series and but was impressed enough to leave a review. Charlie Brooker has popped out of the internet at times when I least expect it revealing the more unsettling aspects of our culture through his program Screenwipe and others. That was my first exposure to Doug Stanhope, a comedian who among others brings us closer together via demonstrations of how media and technology are changing our society and rarely for the better. Black Mirror arrives in the form of anthologized science fiction in the vein of the Twilight zone. It is a series that examines our society's relationship with the media and how it allows us to both shape our own identity and imprison us in a space where empathy and truth are weaknesses and something to hide in order to get ahead. ",2012
10,"The double entendre that is Black Mirror's name summarizes the show perfectly. The first interpretation is that the show looks inwards, at the darker aspects of humanity and society. This is done through the theme of technology, hence the second meaning. The black mirror is the screen that rules our lives.",2014
10,This is the biggest surprise i came across these last couple of years. This series is one of the best i've seen. Every episode is unique yet criticizes the same absurd society we're living in. I was shocked at the great filming/acting/directing and of course writing of these different stories. My personal favorite would be episode 2. The most futuristic but also the most accurate representation of what most of our lives look like right now. Just saw in a review that a guy stopped watching after 20 minutes at the second episode. That's the biggest mistake he could do. Definitely the best episode. I wont miss anything else Charlie Brooker does and i'm patiently waiting for the DVD to come out. I hope this also gets a Blu-Ray version and maybe some new episodes after wards?,2012
8,"To sum up this series for me is quite easy, It's a dark look at what could be, and a very deep look at the worst of human nature. ",2012
10,Watching it was disturbing and shocking at the same time. ,2013
