Rank,Review,Year
9,"I think we can all admit that it's hard to create a show that stands out, As we are at a time where television is at it's pinnacle point. So when I started this show I was expecting a mildly entertaining series. What I got, is, a show that is real. So much so, that it brought tears to my eyes. That should tell you all you need to know about this beautiful tale about life. The story revolves around a few characters that seem to be unrelated. Just like the facts that were stated in the beginning of the show. However they have more in common than you realize. What sets this show apart from most, isn't the ending, But the journey you take in-between. As someone who's seen many new shows this year, both comedy and drama, I can say with absolute certainty, this is the most memorable. Not only because of it's outstanding story telling but because of it's cast, who bring life to the story.",2016
9,SPOILER ALERT,2016
10,"I don't write many reviews I'm often tempted but don't get round to it. It might be because most of the time when i'm tempted it's because a series or a films is really really bad, so instead I decided to spend my time tying to find something that's good to watch. Now, I have only watched the first episode and normally I would want to watch a few more before making my mind up but I the case of ""This is us"" I feel compelled to comment on the pilot episode.",2016
9,"This is a very inventive story line so I won't refer to it, except to say that both the first and second episodes have real surprises. Avoid reading any reviews with spoilers. It will dampen your joy as you figure things out.",2016
10,"All too often one ends up writing a review about a show that is less than amazing, often out of frustration, annoyance or plain old bored at yet another half as*ed attempt to get viewers to tune in with little effort on plot, dialogue or acting.",2016
10,Well I did It!My first review.And i am glad that this is my first review.Because....,2016
10,"Wow, what a come back for TV Drama. This is a multi layered, moving and totally relate-able show and so so entertaining. I am already so invested and have only watched two episodes. The leading cast are amazing with some of my all time favorites (looking at you Milo) and supporting cast seem more than adequate to keep up. The writers have their finger to pulse of what is really important to people today and throughout all of time... LOVE. It ticks so many boxes for me. I have been waiting for a show that I can safely watch with kids in the room, without soft porn, violence, bad language, and in general inappropriate story lines. This incredible show proves to be not too soppy, funny enough to break tension, loads of character diversity, Mandy Moore, I mean so many more reasons to fall in love with ""This Is Us"". That is all. Peace out",2016
10,STOP EVERYTHING YOU ARE DOING AND GO WATCH THIS SHOW. ,2016
7,"The first episode was great and draw my attention to this show But then i realized it's just too much drama and emotional scenes And also too much set up, like Jack's death... Overall it's an OK show to get emotional and kill time. Thought it would be as deep as Six Feet Under, but i guess i was just expecting too much.",2017
9,"To give away any spoilers to anyone who has not yet seen the first episode would be criminal. The final few minutes of the episode are spectacular, so be sure to watch it in its entirety...and I don't mean, ""watch it in the background while you do chores or play with your smartphone,"" I mean, ""watch it without any distractions, and pay attention.""",2016
2,"I guess America needed a series where the producers and directors spoon feed them a heavy dose of predictable, childish, and completely overwrought melodrama every week. The only thing surprising about this series is how obvious everything everyone says and does is. The fat triplet - everything is about her weight which I guess gives her the right to be a total bitch to everyone. The actor triplet - immature, self-centered, narcissistic, everything is about him, which apparently gives him the right to be a complete bastard to everyone. The black triplet - angry, lacking self-confidence, defensive to a fault - which makes it OK for him to ruin everyone Else's life. Nothing interesting here except that every week, the show runners attempts at bringing on the tears becomes even more palpable. There is no way this whining time-jumping cistern of pablum can maintain these ratings for long.",2017
10,"This is us is not just the best TV show in a very long time, it is also the most heartfelt with such a beautiful spiritual message. The message is that of LOVE, and that we are all in this together, meaning life. ",2016
4,"Preposterous set-up, (so what's new? that has never stopped network TV before). The real downer is that the show doesn't use the set-up to generate tension or dramatize conflict. Everybody is so perfect and always has exactly the right, politically correct and ""supportive"" response. Every time a dramatic impulse threatens to intrude, the show squelches it.",2016
1,"Boring is not a strong enough word for this show. I have not intentionally watched this show but my wife has had it on because she too is indoctrinated by the driest program I have ever seen. It is drier and more dull than thanksgiving turkey. I don't see what the appeal to this show is, I'm not apposed to drama. It's not a thrilling neck breaker they adopted a black baby the night that their third triplet died upon birth. The show jumps around with no sort of creative cohesiveness at all. The two biological kids look absolutely nothing alike. I guess I'm not suppose to get this. Not everything is for everyone but good Christ these stories are so boring.",2016
2,"I knew the twist in the storyline before I began the first episode. I have no idea how they will continue with this gimmick ;but I barely made it through the first episode. All the emotions and story lines are are perfect "" Hollywood Fake"". This show is cloyingly sentimental and predictable. The opening shots of the the woman battling her weight were clichéd and downright stupid. The post it notes in her refrigerator were ridiculous and not funny or touching. Not one thing in this show feels authentic. Really,I can't say enough negative about this show. The forced writing and syrupy acting make this show totally unwatchable.",2016
6,"The pilot was absolutely brilliant. Four characters at pivot points in their life, and it felt satisfyingly concluded by the end of the episode when they all decided to change. Sometimes you don't need to show the complete follow-through. To me, the most important thing happened in the first episode. Everything genuine happened there. It all feels so stretched now. I'll grant that on occasion, a good and genuine moment happens, but they have become few and far between, not even every episode. I'm on the sixth episode, and I think it'll be my final one. I'm straining to care about most of the characters, and the only one I do genuinely care about is William, and I don't think it a stretch to believe he won't live out the season, maybe not even the next few episodes, given how his character was established. I enjoy sappiness, I really do, but I enjoy it only when it can be genuine.",2016
5,"If you liked The Blind Spot you are going to like this. Predictable, manipulative, melodramatic and as dull as it can get. In various promotion interviews they've bragged that the success of the show comes from how real and relateable it is. That makes me want to laugh out loud. I've rarely seen a show that was more phony and inauthentic. It's an easy trick that writers use when they are lazy, but want to come off as being ""real"": put in some deaths, broken families, a fat girl struggling with her weight, and you won't have to make an effort to create good plot and character development. People will just eat it up. So really, the success of this show comes from the fact that people like to be fed corny crap with no substance. Nothing wrong with that, but personally I've found that even a marvel superhero movie have truer dialogue and more relateable characters than this. Also, I might not have been so aggressively against this show it if hadn't been hyped up and overrated to this extreme point. 8.9?? Are you kidding me?",2017
3,"This show isn't terrible and it has some interesting moments, but I'm finding the characters, yes the same ones everyone else is in love with, to be fairly hard to like.",2016
10,I just finished watching the entire season and I am stunned. This series is so effective and emotional yet extremely original. You will fall in love with each character as they are all completely different. I can't help but feel empathy for all of the major characters. You learn about their flaws but also the attributes that make them so unique and crucial to the show. ,2017
4,"Okay - what am I missing? I noticed a Tweet from the wonderful (and underrated) Janet Montgomery, saying that she's in episode four of this series, so I thought it must be British. But no, it's American. So I thought I'd better catch up with previous episodes via All4 streaming. I also read a review online - from the Evening Standard, I think - which said I should have tissues handy. I may be a grown man but I have been known to sob out loud at certain scenes in movies and TV, so fine.",2016
10,"I was hooked from the 1st minute of this show. The acting is stellar and Gerald McCraney was impeccable. When he was sitting in the chair next to Jack telling how he lost his first child, i could not hold back the tears... it was beautiful and touching. The best part for me was the ending. I just LOVED how they went back to the 70's (hence the smoking in the hospital and the outfits) to show where the 3 grown adults ( Kate, Kevin & Randall)are in life and to then disclose that they are all related (Kate and Kevin I knew) but Randall being adopted by the parents to make it the three they vowed to bring home, was amazing! I cannot wait for Episode 2 :)",2016
8,"The ""Pilot"" episode follows several story lines including pretty boy actor Kevin (Justin Hartley) looking for something more substantial in his career and life, Chrissy Metz as his sister Kate who is struggling with her weight and looking for love, young couple Rebecca and Jack (Mandy Moore and Milo Ventimiglia) who are expecting triplets and Randall (Sterling K Brown), a successful business man looking for his biological father who abandoned him as a newborn.",2016
1,How is this nominated for an Emmy? This is the most predictable unintelligent story I have ever seen. The acting is terrible. The show is cheesy and sappy. The worst television show I have seen in years. From the guy who made Crazy Stupid Love. Well this show is stupid so I guess he is good at making a stupid show popular.,2017
6,"Little things can have a big effect on your enjoyment of a show. This one instantly alienated me with the opening song, which had a kind of sensitivity-indie-schmaltzy vibe. In general I'm not a fan of using songs to convey emotion, because it's usually a cheap trick, and starting the series like that was offputting. ",2016
2,"A lot of people come from dysfunctional families and bad parents. Because of this, many do not adjust to the trials and tribulations of life. They don't learn to not be guided or swayed by emotion and impulse, which is subject to changed moods. They don't know how to learn from mistakes. If something works out in their lives, it is despite circumstances. They are fragile emotionally and can't stand the idea of compromise or delayed gratification. Many have addictive personalities and mood swings.",2017
8,"I really, really liked Deadpool. And you know what? I didn't expect to. Seriously, I was never a fan of the character (in the sense that I hardly knew anything about him) and the humor as well as the violence seemed forced and overdone in the trailers. Still, I remained interested in the film, I just never expected it to actually be good - until the reviews arrived. After most critics unexpectedly showered this newest superhero movie with praise, I went in cautiously optimistic (but still fully prepared to hate the film).",2016
8,"Deadpool is a triumph of artistic vision over studio interference. Little credit should be given to 20th Century Fox, as they had zero faith in the success of a Deadpool movie. To put things into perspective, Ryan Reynolds fought for this film back in 2004 when Blade: Trinity was released. Reynolds and co. went to shoot test footage that was then leaked online by Reynolds because Fox had no intentions to release it to the public. Finally, after years and years of BEGGING to the studio and the overwhelming positive responses of the test footage from the public, Fox didn't even tell Reynolds and co. that the film was greenlit. They had to find out online like the rest of us plebeians. If that sounds bad, Fox even cut their budget by $7 million AT THE LAST MINUTE, which caused the writers to scratch some action sequences that I'm sure would've been great to see.",2016
10,"Firstly I would like to state that it is completely hilarious reading reviews with One Star because the movie had ""Foul Language"" and ""Sex Scenes"" or that someone had no idea that the movie was inappropriate for their 9 year old kid. Dead Pool is rated R and with 3 minutes of research you could have determined if this movie was for you or not With that being said I will not delve into the plot but the acting and writing were fantastic. Ryan Reynolds nailed this role. If you are easily offended by violence, language, or nudity this is not the movie for you but if you have a sense of humor and want to be entertained for 2 straight hours you will love this movie.",2016
10,Deadpool is a 2016 film that the eighth film in the X-Men franchise where The Merc with the Mouth seeks revenge in a humorous way.,2016
9,"At first glance, Deadpool seems like a typical superhero movie due to it being made by Marvel. But once those hilarious intro credits show up, you know you are in for one of the most creative films in recent years. ",2016
1,One word describes this movie - pointless.,2016
1,If you enjoy sitting in on conversations that are typical of young and foolish teenage boys this is the movie for you. Every other line contains the F word and for some reason the director thought penis jokes are the funniest around.,2016
1,"Truly awful rendition of a Marvel superhero. Turgid, adolescent and inane, routine CGI effects and a plot you could write on the back of a postage stamp. The so-called comedy lines are expelled as if from a failing gattling gun, interspersed with fantasy fillers including masturbation, soft toys and sex in Christmas sweaters. If this is you're thing - I suppose, go for it. Everyone else stay well clear. ",2016
9,"If anyone else could be cast to play Deadpool, he certainly doesn't exist in this universe. After Ryan Reynolds's dramatic failure in the Green Lantern film, he has returned to the comic book world. Reynolds is absolutely phenomenal as the foul mouthed, and witty antihero. I mean he is just superb! He completely owns the role, and gives a fantastic performance. If Robert Downey Jr. IS Iron Man, then Ryan Reynolds IS Deadpool. He is also such a liveable character, and by the end of the film, I genuinely cared about Deadpool. I never thought I'd say that. All of the performances are great. No one holds a candle to Reynolds, but I will say not one person was miscast here.",2016
1,"Out of all Marvel movies made, Deadpool was the worst. The main character talks too much it became very annoying after 5 minutes. The jokes were not funny. The scene transition between flashbacks and present conditions were not well done.",2016
1,"This was one of the worst films I have viewed in years and appropriately, it should have been named Dread Pool.",2017
2,"First off, I do not read comics so I do not know the source material, I am not a fan-boy of Marvel or DC I just want to see entertaining movies, I may be in the minority at least during it's first week of being in theaters but I wanted to write a review to warn others what Deadpool is like.",2016
1,"I wish I could give rating in minus, like minus 5 . I don't know why people think it's a great movie. if this movie is rated 8.6 or 8.7 it must be out of 100. I would rather sit at home and watch Hancock twice than watching Deadpool. Movie is nothing more but parody of X-Men movie. There is NO story-line. I felt so dumb to go watch this movie in theater. They tried to put some adult comedy but its not worth spending time and money for it. It was not a love story from any angle nor it was funny. Ryan Reynolds sucks - just like he did in green lantern and any other movie. Apart from few adult jokes, all I saw/heard was his BLABBER in front of camera.",2016
1,"The film is made out of Ryan Reynolds, throwing lame jokes to the camera. In between there are bullets and knifes. No surprises. No ideas. The story is simple and silly and boring. Man sleeps with woman long in different scenes (Teens hello! Better watch porn, there are more details!) Man go's to basement to become special. (Teens like to be special) Man becomes special and kills all bad guys around him. THE END",2016
1,"Barney the Dinosaur is more entertaining than this movie. yeah sure, when he cracks one or two jokes, its funny, but my gosh he would go on and on ! ",2016
8,"I am aware that to many people (especially those unfamiliar with Deadpool comic or Marvel comics at all) this movie would seem too gory, unnecessary brutal and excessively violent. But this movie is a comedy, where its main protagonist, Deadpool, should be perceived as a comedian, and Ryan Reynolds did an excellent job representing this character.",2016
1,i expected an epic out of this but i rather got boring and juvenile story.,2016
1,"Too overrated, i think the jokes that are included in the movie are interesting, but to be honest the plot is kinda boring and made me bored while i'm watching this.",2016
1,"Where do I start. This movie seems to be scripted by 3 17year old boys. The Gay sex and masturbation inuendo as boring. It was bad from start to finish. Here is the review for those you fine tactless sex seems boring like myself. I'm not saying there should not be sex in movies, but this just makes the whole thing a farse. it was awful, no wonder it has a 16 rating. Don't bother wasting your money, just wait for it to appear in Nexflix in 6 months. It was a failed xmen movie or a paridy on the xmen? if they want to show playboy in the cinema they should just say so and I would avoid it. Apart from the failed script, there is the failed actors in the movie (in my opinion). There are no redeeming features to the movie. I'm sure some will love it, I didn't.",2016
2,"If I've to keep it short - the movie is really, really bad.",2016
1,"This movie is a huge disappointment, and a waste of money and time. The jokes are stupid and I realize that Deadpool is not what it was cracked up to be. Too bad as I usually love the Marvel movies. It seems forced, and the jokes actually become tedious and not really with any sophistication at any level, more adolescent bathroom style humor. The story and plot is also dull and tedious which goes along with the dull and tedious jokes. At times I thought to walk out, but kept hoping that there would be a redeeming aspect as many of the reviews were positive, I kept hoping. This movie is more about money-making hype, with its non existent story/plot and childish humor with no depth. A HUGE DISAPPOINTMENT.",2016
1,"We live in a time where super hero movies are all the rage. Who doesn't love a good super hero throw down, cool origin stories, and awesome villains? While decent hero flicks are easy enough to find, occasionally a masterpiece, like ""The Dark Knight"", will come along and in the process wow the critics and audiences alike.",2016
1,"The level of content is for the first graders, except peppered with obscenities and curse words all over, this is what makes it rated R. I guess that's the only difference these days between the mature audience and children. I can't understand how in the world people would rate it 10 with an average of 8+. I can't rely on average rating as a measure of movie quality anymore. Seriously, this is the worst experience in a long long time. Spider-man is a much better movie, although I am not fond of childish superhero movies either, but at least they would give you some positive charge, improve your mood. This one teaches you nothing. waste of time and money.",2016
1,"Its an overrated movie with curses written by some 12 year old. No story, no real plot, the film could have done without the villain. This film deserves a 5 or 6 stars at the highest. The reason I am giving it a 1 is due to its over rating. The film mainly attract audiences of 16-25 years. Just a cash grab film. Simply marvel's worst. And there's the feminism there. The heroine always has to save the hero now. Ryan's acting was good in this movie. It suited him. The cgi wasn't bad. But if this movie were to come out before the Iron man then it would've got 4-5 stars. There are some marvel films which deserve higher rating instead of this movie .",2016
1,"I'd never heard of this film, the only reason I sat through it all was because I was on a long distance flight and it was part of the inflight entertainment. Entertained, I was not. ",2016
9,"On the basis of seeing the first episodes of this Masterpiece drama, broadcast in the UK by ITV, I can freely say that I am hooked on to it. Daisy Goodwin's script is both taut and cleverly written, while the performances of the main protagonists are uniformly convincing. I particularly like Jenna Coleman's characterization of the young Queen - so apparently vulnerable yet possessed with an inner strength of will that enables her to resist the repeated blandishments of her self-interest mother the Duchess of Kent (Catherine H. Flemming), who so dearly desires to assume the title of Regent, aided and abetted by her unscrupulous ally Sir John Conroy (Paul Rhys).",2016
9,"I have eagerly anticipated this mini series ever since Jenna left Doctor Who and announced she was to play the famous Monarch. Period dramas have been hit and miss of late, we've had Jericho, War and Peace, Doctor Thorne etc, I'll leave you consider which were hits.",2016
5,"Such a disappointment. Beautifully shot and acted - but the scripts? Teenage angst? Mommy and daddy issues? Nobody understands me? Whiney, catty relatives? Was not the life of Victoria compelling enough? ",2016
8,"In years gone by, we Brits (and presumably others also) watched - rather addictively - such series as ""Edward the Seventh"" with Timothy West (1975), ""Edward and Mrs Simpson"" with Edward Fox (1978) and ""Lillie"" (also 1978) - about Mrs Langtry as Edward VII's lover while Prince of Wales, and hence covering some of the same ground. In each case they seemed to be well-done, featuring a host of stars and apparently looking for all the world like they were presenting the real thing.",2017
7,"It starts very well. They give a nice insight into an 18yo girl, totally protected and kept from everything except her family, suddenly dropped into the position of Queen of the most powerful country on the planet. Not unexpected, but completely unprepared. The early episodes are very good. Melbourne and Peel are both very well done and the drama does what it should do, it breathes life into history.",2016
9,"I was so looking forward to watching Victoria and I have not been disappointed. Having a keen interest in English history, especially of the Royal Family, I am obsessed with this series. I has been anxiously awaiting each new episode. Costuming is perfection, and the actors are are superb. I could not think of anyone better to play Queen Victoria. If you love period drama and English history, you will be enthralled by Victoria. I wish there was more shows like this on television. A definite must for fans of this genre. The betrayal of Lord M and Victoria's relationship may be elaborated a bit, but the basis of this show is worth the watch.",2016
10,"Victoria is an excellent show. Granted, the CGI in the film is rubbish, but the costumes and the set are marvelous. Even though Jenna Coleman does not resemble Queen Victoria at all, I feel that she portrays Queen Victoria beautifully. I love it when she tells others that she will not be pressurized into doing anything she does not want. Her comebacks are amazing when anyone belittles her. Every feminist should watch this. The romance between Queen Victoria and Lord Melbourne, though untrue as there was no evidence suggesting a relationship other than a platonic one, is extremely entertaining. Rufus Sewell, though too handsome to be Lord Melbourne, is so charming and smoldering. Their on screen chemistry is so good that I really do not want Albert to come into the story to ruin things between Queen Vic and Lord M. I say, to hell with historical accuracy!",2016
5,"As in other reviews I would praise the performance of Jenna Coleman. However, this is a chance missed by ITV. The script rattles along at a good pace but the dialogue is GCSE standard. Scene's opening with lines like ""We must discuss my position as Queen Mother"" or ""can I help, as Queen, could I intervene"" are just trite and the script is littered with them. The CGI is a little wonky, but on the whole it is an engaging piece of TV. Not up there with the best historical TV drama, but fair to middling. So It gets a 6 from me. Just PLEASE ITV don't let Daisy script her own ideas anymore. Get someone in to polish that dialogue!",2016
8,"I am enjoying the show as a period piece and not for its historical accuracy. I am not sure what the future episodes will reveal, but hopefully not Victoria as a loving devoted mother, which she was not. Reading her journals and letters, and especially letters to her adult children over the years reveals a woman who hated being pregnant, did not like babies at all, and considered one of her son's unfortunate because he was an ugly baby. She thought babies resembled frogs. She despised and was revolted by breastfeeding, which probably is not uncommon back then, and rarely spent any time with her young children and preferred to spend most of her time with Albert of whom she was devoted to and passionate about privately, but in her letters she blamed men for many of women's woes. They both desperately wanted to create a loving and warm family, which unfortunately, they failed to do for the most part. I feel the actors are doing the best they can with the script and you are never going to portray the accuracy of a period and relationships between people when you are not their to witness it. You can only go by accounts, and documents written in their hand, but that does not truly reveal who they really are either.",2017
